0	4.995
0.003	4.995
0.006	4.995
0.008	4.995
0.011	4.995
0.014	4.995
0.017	4.995
0.019	4.995
0.022	4.985
0.025	4.995
0.028	4.995
0.031	5
0.033	5.025
0.036	5.035
0.039	5.015
0.042	4.95
0.044	4.895
0.047	4.865
0.05	4.84
0.053	4.825
0.056	4.78
0.058	4.725
0.061	4.71
0.064	4.715
0.067	4.74
0.069	4.75
0.072	4.73
0.075	4.71
0.078	4.695
0.081	4.7
0.083	4.715
0.086	4.75
0.089	4.745
0.092	4.73
0.094	4.71
0.097	4.715
0.1	4.725
0.103	4.745
0.106	4.73
0.108	4.725
0.111	4.725
0.114	4.725
0.117	4.735
0.119	4.74
0.122	4.735
0.125	4.72
0.128	4.715
0.131	4.715
0.133	4.715
0.136	4.705
0.139	4.685
0.142	4.695
0.144	4.695
0.147	4.73
0.15	4.745
0.153	4.755
0.156	4.75
0.158	4.755
0.161	4.74
0.164	4.715
0.167	4.715
0.169	4.73
0.172	4.755
0.175	4.79
0.178	4.8
0.181	4.825
0.183	4.85
0.186	4.84
0.189	4.78
0.192	4.68
0.194	4.61
0.197	4.6
0.2	4.61
0.203	4.61
0.206	4.585
0.208	4.58
0.211	4.535
0.214	4.495
0.217	4.48
0.219	4.47
0.222	4.435
0.225	4.39
0.228	4.34
0.231	4.285
0.233	4.235
0.236	4.205
0.239	4.18
0.242	4.145
0.244	4.14
0.247	4.18
0.25	4.205
0.253	4.225
0.256	4.23
0.258	4.29
0.261	4.36
0.264	4.42
0.267	4.495
0.269	4.54
0.272	4.575
0.275	4.615
0.278	4.635
0.281	4.675
0.283	4.725
0.286	4.75
0.289	4.75
0.292	4.76
0.294	4.76
0.297	4.765
0.3	4.795
0.303	4.805
0.306	4.8
0.308	4.775
0.311	4.775
0.314	4.79
0.317	4.82
0.319	4.835
0.322	4.82
0.325	4.83
0.328	4.825
0.331	4.82
0.333	4.83
0.336	4.84
0.339	4.835
0.342	4.8
0.344	4.8
0.347	4.81
0.35	4.825
0.353	4.835
0.356	4.845
0.358	4.835
0.361	4.83
0.364	4.825
0.367	4.835
0.369	4.835
0.372	4.83
0.375	4.835
0.378	4.845
0.381	4.84
0.383	4.85
0.386	4.86
0.389	4.85
0.392	4.85
0.394	4.845
0.397	4.86
0.4	4.88
0.403	4.895
0.406	4.88
0.408	4.855
0.411	4.84
0.414	4.845
0.417	4.88
0.419	4.9
0.422	4.9
0.425	4.895
0.428	4.88
0.431	4.9
0.433	4.92
0.436	4.93
0.439	4.935
0.442	4.9
0.444	4.875
0.447	4.895
0.45	4.925
0.453	4.935
0.456	4.955
0.458	4.94
0.461	4.93
0.464	4.935
0.467	4.94
0.469	4.955
0.472	4.95
0.475	4.965
0.478	4.96
0.481	4.945
0.483	4.945
0.486	4.975
0.489	4.95
0.492	4.96
0.494	4.955
0.497	4.955
0.5	4.96
0.503	4.965
0.506	4.955
0.508	4.95
0.511	4.93
0.514	4.925
0.517	4.925
0.519	4.94
0.522	4.94
0.525	4.92
0.528	4.92
0.531	4.915
0.533	4.92
0.536	4.93
0.539	4.93
0.542	4.92
0.544	4.89
0.547	4.895
0.55	4.91
0.553	4.905
0.556	4.915
0.558	4.905
0.561	4.89
0.564	4.86
0.567	4.865
0.569	4.87
0.572	4.88
0.575	4.875
0.578	4.87
0.581	4.855
0.583	4.85
0.586	4.865
0.589	4.855
0.592	4.855
0.594	4.85
0.597	4.84
0.6	4.86
0.603	4.865
0.606	4.86
0.608	4.85
0.611	4.845
0.614	4.85
0.617	4.865
0.619	4.865
0.622	4.86
0.625	4.85
0.628	4.845
0.631	4.85
0.633	4.855
0.636	4.865
0.639	4.855
0.642	4.84
0.644	4.835
0.647	4.835
