0	4.944556962
0.003	4.95027416
0.006	4.956599641
0.008	4.928806831
0.011	4.947474126
0.014	4.940685078
0.017	4.936704387
0.019	4.944884842
0.022	4.934483749
0.025	4.937932345
0.028	4.935670159
0.031	4.960904916
0.033	4.984964394
0.036	4.975703421
0.039	4.960747395
0.042	4.893278054
0.044	4.837248493
0.047	4.811047879
0.05	4.790137781
0.053	4.766995451
0.056	4.735379382
0.058	4.673640564
0.061	4.657265059
0.064	4.666945744
0.067	4.68497606
0.069	4.722606533
0.072	4.68372418
0.075	4.651763777
0.078	4.62674511
0.081	4.652956687
0.083	4.665721681
0.086	4.705258732
0.089	4.687467231
0.092	4.691735699
0.094	4.665204657
0.097	4.66546429
0.1	4.669303863
0.103	4.67975752
0.106	4.67399364
0.108	4.668986854
0.111	4.67447016
0.114	4.67636813
0.117	4.684337355
0.119	4.696199054
0.122	4.699059485
0.125	4.668834254
0.128	4.652545716
0.131	4.662780233
0.133	4.683507655
0.136	4.65033837
0.139	4.642555728
0.142	4.640644224
0.144	4.660974192
0.147	4.685651036
0.15	4.68534043
0.153	4.701384963
0.156	4.699819555
0.158	4.696942803
0.161	4.705801706
0.164	4.678605195
0.167	4.666397738
0.169	4.675185089
0.172	4.702878691
0.175	4.752982837
0.178	4.74274287
0.181	4.776610969
0.183	4.797611737
0.186	4.798879173
0.189	4.737038322
0.192	4.639136085
0.194	4.549663975
0.197	4.556749866
0.2	4.544094459
0.203	4.55550786
0.206	4.535991942
0.208	4.552186486
0.211	4.479248063
0.214	4.453180211
0.217	4.424347961
0.219	4.435194053
0.222	4.397942024
0.225	4.334509808
0.228	4.283677053
0.231	4.226864215
0.233	4.178210372
0.236	4.150498495
0.239	4.143855493
0.242	4.104628512
0.244	4.086361322
0.247	4.137863308
0.25	4.160088727
0.253	4.174344897
0.256	4.172376703
0.258	4.249935617
0.261	4.299632256
0.264	4.379755136
0.267	4.442974723
0.269	4.488045812
0.272	4.53034417
0.275	4.564048272
0.278	4.597778989
0.281	4.64305741
0.283	4.685766667
0.286	4.714126473
0.289	4.705080026
0.292	4.722496524
0.294	4.707910887
0.297	4.718915684
0.3	4.760648482
0.303	4.777002277
0.306	4.762030333
0.308	4.73102591
0.311	4.753650383
0.314	4.738391691
0.317	4.796260204
0.319	4.800334723
0.322	4.78868657
0.325	4.795310396
0.328	4.78483547
0.331	4.781300866
0.333	4.782723972
0.336	4.809758201
0.339	4.794208512
0.342	4.744151447
0.344	4.748265333
0.347	4.782665406
0.35	4.764698078
0.353	4.791393121
0.356	4.801889554
0.358	4.789129653
0.361	4.782763758
0.364	4.774169311
0.367	4.780262364
0.369	4.796312747
0.372	4.786532023
0.375	4.795300262
0.378	4.796721826
0.381	4.799487022
0.383	4.810262657
0.386	4.810863124
0.389	4.800424888
0.392	4.809988046
0.394	4.790470969
0.397	4.82844562
0.4	4.815030555
0.403	4.830325949
0.406	4.833897683
0.408	4.78672613
0.411	4.768542118
0.414	4.80355286
0.417	4.834547523
0.419	4.856031203
0.422	4.835825365
0.425	4.85847438
0.428	4.823252422
0.431	4.872202301
0.433	4.882002476
0.436	4.889550573
0.439	4.901011648
0.442	4.843712006
0.444	4.850705002
0.447	4.849607225
0.45	4.882809781
0.453	4.875374826
0.456	4.900951479
0.458	4.887814052
0.461	4.879663557
0.464	4.880676059
0.467	4.907914391
0.469	4.918613779
0.472	4.917399845
0.475	4.916902004
0.478	4.900269871
0.481	4.894531182
0.483	4.902890581
0.486	4.927674026
0.489	4.909777798
0.492	4.917569375
0.494	4.912021184
0.497	4.904760994
0.5	4.916349187
0.503	4.913802941
0.506	4.911878877
0.508	4.903201687
0.511	4.885226912
0.514	4.886252927
0.517	4.874420445
0.519	4.878204026
0.522	4.883398471
0.525	4.864464029
0.528	4.877217925
0.531	4.88557113
0.533	4.872638867
0.536	4.873034637
0.539	4.868717411
0.542	4.85666345
0.544	4.834583338
0.547	4.841324281
0.55	4.862172185
0.553	4.859827897
0.556	4.882795144
0.558	4.84917842
0.561	4.841963452
0.564	4.806272204
0.567	4.820697092
0.569	4.814880295
0.572	4.828443384
0.575	4.821375907
0.578	4.825383075
0.581	4.802782594
0.583	4.805363462
0.586	4.83662612
0.589	4.805248124
0.592	4.823496499
0.594	4.801518362
0.597	4.769522718
0.6	4.786183404
0.603	4.826426242
0.606	4.803496866
0.608	4.79988396
0.611	4.788208505
0.614	4.801395321
0.617	4.822391154
0.619	4.806577688
0.622	4.81683212
0.625	4.803229355
0.628	4.788753924
0.631	4.806835667
0.633	4.803560023
0.636	4.808938959
0.639	4.80833826
0.642	4.794157846
0.644	4.780581672
0.647	4.799772625
0.65	4.805593681
0.653	4.82523864
0.656	4.804108143
0.658	4.8117216
0.661	4.791798574
0.664	4.780254421
0.667	4.792310592
0.669	4.827288914
0.672	4.815742518
0.675	4.792366193
0.678	4.810872609
0.681	4.796230786
0.683	4.802287828
0.686	4.800315632
0.689	4.800753235
0.692	4.764875537
0.694	4.766081109
