@RELATION hb
@ATTRIBUTE time REAL
@ATTRIBUTE hbrq REAL
@ATTRIBUTE hbrp REAL
@ATTRIBUTE erq REAL
@ATTRIBUTE erp REAL
@ATTRIBUTE diff REAL
@ATTRIBUTE mylen10 REAL
@ATTRIBUTE orilen10 REAL
@ATTRIBUTE mylen12 REAL
@ATTRIBUTE orilen12 REAL
@ATTRIBUTE mylen14 REAL
@ATTRIBUTE orilen14 REAL
@ATTRIBUTE mylen16 REAL
@ATTRIBUTE orilen16 REAL

@DATA
0.166666666666667	3390	2706	0	0	684	0	0	0	0	0	0	0	0
0.333333333333333	3354	2706	0	0	648	0	0	0	0	0	0	0	0
0.500000000000000	3456	2772	0	0	684	0	0	0	0	0	0	0	0
0.666666666666667	3390	2706	0	0	684	0	0	0	0	0	0	0	0
0.833333333333333	3420	2772	0	0	648	0	0	0	0	0	0	0	0
1.00000000000000	3324	2640	0	0	684	0	0	0	0	0	0	0	0
1.16666666666667	3486	2838	0	0	648	0	0	0	0	0	0	0	0
1.33333333333333	3390	2706	0	0	684	0	0	0	0	0	0	0	0
1.50000000000000	3420	2772	0	0	648	0	0	0	0	0	0	0	0
1.66666666666667	3456	2772	0	0	684	0	0	0	0	0	0	0	0
1.83333333333333	3390	2706	0	0	684	0	0	0	0	0	0	0	0
2	3420	2772	0	0	648	0	0	0	0	0	0	0	9
2.16666666666667	3390	2706	0	0	684	0	0	0	0	0	0	0	9
2.33333333333333	3420	2772	0	0	648	0	0	0	0	0	0	0	9
2.50000000000000	3456	2706	0	0	750	0	0	0	0	0	0	0	9
2.66666666666667	3390	2772	0	0	618	0	0	0	0	0	0	0	9
2.83333333333333	3384	2772	0	0	612	0	0	0	0	0	0	0	9
3.00000000000000	3360	2640	0	0	720	0	0	0	0	0	0	0	9
3.16666666666667	3486	2838	0	0	648	0	0	0	0	0	0	0	9
3.33333333333333	3324	2640	0	0	684	0	0	0	0	0	0	0	9
3.50000000000000	3522	2838	0	0	684	0	0	0	0	0	0	0	9
3.66666666666667	3420	2772	0	0	648	0	0	0	0	0	0	0	9
3.83333333333333	3390	2706	0	0	684	0	0	0	0	0	0	0	9
4.00000000000000	3420	2772	0	0	648	0	0	0	0	0	0	0	9
4.16666666666667	3354	2706	0	0	648	0	5	0	0	0	0	0	9
4.33333333333333	3558	2838	0	0	720	0	5	0	0	0	0	0	9
4.50000000000000	3354	2706	0	0	648	0	5	0	0	0	0	0	9
4.66666666666667	3390	2706	0	0	684	0	5	0	0	1	3	1	4
4.83333333333333	3354	2706	0	0	648	0	5	0	0	1	3	1	4
5	3420	2772	0	0	648	0	5	1	0	1	3	1	4
5.16666666666667	3426	2640	0	0	786	0	5	1	1	1	3	1	4
5.33333333333333	3486	2904	0	0	582	9	5	1	1	1	3	1	4
5.50000000000000	3324	2640	0	0	684	9	5	1	1	1	3	1	4
5.66666666666667	3420	2772	0	0	648	9	5	1	1	1	3	1	4
5.83333333333333	3420	2772	0	0	648	9	0	1	1	1	3	1	4
6	3456	2772	0	0	684	9	0	1	1	1	3	1	4
6.16666666666667	3456	2772	1	0	684	9	0	1	1	1	3	1	4
6.33333333333333	3354	2706	1	0	648	9	0	1	1	1	3	1	4
6.50000000000000	3456	2772	1	0	684	9	0	1	1	1	3	1	4
6.66666666666667	3288	2640	1	0	648	9	0	1	1	1	3	1	4
6.83333333333333	3456	2772	1	0	684	9	0	1	1	1	3	1	4
7	3456	2772	1	300	384	0	0	0	1	0	0	1	4
7.16666666666667	3354	2706	1	0	648	0	0	0	0	0	0	1	4
7.33333333333333	3456	2772	1	0	684	0	0	0	0	0	0	0	0
7.50000000000000	3288	2640	1	0	648	0	0	0	0	0	0	0	0
7.66666666666667	3522	2838	1	0	684	0	0	0	0	0	0	0	0
7.83333333333333	3390	2706	1	0	684	0	0	0	0	0	0	0	0
8	3420	2772	0	0	648	0	0	0	0	0	0	0	0
8.16666666666667	3456	2772	0	0	684	0	0	0	0	0	0	0	0
8.33333333333333	3390	2706	0	0	684	0	0	0	0	0	0	0	0
8.50000000000000	3318	2706	0	0	612	0	0	0	0	0	0	0	0
8.66666666666667	3426	2706	0	0	720	0	0	0	0	0	0	0	0
8.83333333333333	3486	2838	0	0	648	0	0	0	0	0	0	0	0
9.00000000000000	3390	2706	0	0	684	0	0	0	0	0	0	0	0
9.16666666666667	3456	2772	0	0	684	0	0	0	0	0	0	0	0
9.33333333333333	3318	2706	0	0	612	0	0	0	0	0	0	0	0
9.50000000000000	3426	2706	0	0	720	0	0	0	0	0	0	0	0
9.66666666666667	3354	2706	0	0	648	0	0	0	0	0	0	0	0
9.83333333333333	3588	2904	0	0	684	0	0	0	0	0	0	0	0
10.0000000000000	3324	2640	0	0	684	0	0	0	0	0	0	0	0
10.1666666666667	3450	2838	0	0	612	0	0	0	0	0	0	0	0
10.3333333333333	3426	2706	0	0	720	0	0	0	0	0	7	0	0
10.5000000000000	3288	2640	0	0	648	0	0	0	0	0	7	0	0
10.6666666666667	3486	2838	0	0	648	0	0	0	0	0	7	0	0
10.8333333333333	3426	2706	0	0	720	0	0	0	0	0	7	0	0
11.0000000000000	3384	2772	0	0	612	0	0	0	0	0	7	0	0
11.1666666666667	3426	2706	0	0	720	0	0	0	0	0	7	0	0
11.3333333333333	3384	2706	0	0	678	0	0	0	0	0	7	0	0
11.5000000000000	3390	2772	0	0	618	0	0	0	0	0	7	0	0
11.6666666666667	3558	2838	0	0	720	0	0	0	0	0	7	0	0
11.8333333333333	3384	2772	0	0	612	0	0	0	0	0	7	0	0
12.0000000000000	3390	2706	0	0	684	0	0	0	0	0	7	0	0
12.1666666666667	3420	2772	0	0	648	0	0	0	0	0	7	0	0
12.3333333333333	3324	2640	0	0	684	0	0	0	0	0	7	0	0
12.5000000000000	3492	2772	0	0	720	0	0	0	0	0	7	0	0
12.6666666666667	3384	2772	0	0	612	0	0	0	0	0	0	0	0
12.8333333333333	3390	2706	0	0	684	0	0	0	0	0	0	0	0
13.0000000000000	3456	2772	0	0	684	0	0	0	0	0	0	0	0
13.1666666666667	3354	2706	0	0	648	0	0	0	0	0	0	0	0
13.3333333333333	3492	2772	0	0	720	0	0	0	0	0	0	0	0
13.5000000000000	3318	2706	0	0	612	0	0	0	0	0	0	0	0
13.6666666666667	3522	2838	0	0	684	0	0	0	0	0	0	0	0
13.8333333333333	3390	2706	0	0	684	0	0	0	0	0	0	0	0
14.0000000000000	3420	2772	0	0	648	0	0	0	0	0	0	0	0
14.1666666666667	3324	2574	0	0	750	0	0	0	0	0	0	0	0
14.3333333333333	3486	2904	0	0	582	0	0	0	0	0	0	0	0
14.5000000000000	3258	2574	0	0	684	0	0	0	0	0	0	0	0
